eta,wasserstein,mae
0.0,3.494833707809448,25.251853942871097
0.1,3.3082706928253174,24.79826545715332
0.2,3.2277073860168457,23.66535186767578
0.3,3.2255096435546875,22.44194602966309
0.4,3.249342441558838,21.484712600708008
0.5,3.201483964920044,20.836538314819336
0.6,3.1484410762786865,20.404943466186523
0.7,3.1543185710906982,20.10199546813965
0.8,3.244069814682007,19.88578224182129
0.9,3.414144992828369,19.72161865234375
1.0,3.6590278148651123,19.605844497680664
