s_128,s_256,s_512,s_64,xl_128,xl_256,xl_512,xl_64,m_rec_1024,m_rec_128,m_rec_256,m_rec_512,m_rec_64
13.425012588500977,12.075102806091309,12.381232261657717,13.15562629699707,10.778836250305176,11.948209762573242,12.379229545593262,12.41966152191162,8.047698974609375,10.365347862243652,9.717360496520996,9.087127685546877,11.09360408782959
