disc_beta_1,disc_beta_2,disc_cosine_decay,disc_div_factor,disc_epsilon,disc_final_div_factor,disc_learning_rate,disc_nesterov,disc_pct_start,disc_use_weight_decay,gen_beta_1,gen_beta_2,gen_cosine_decay,gen_div_factor,gen_epsilon,gen_final_div_factor,gen_learning_rate,gen_nesterov,gen_pct_start,gen_use_weight_decay
0.9718524214105485,0.9603427105831606,True,41.48401994377571,3.7473663320868344e-05,1670.0932873929412,1.3947626615571673e-05,False,0.43148903008328454,False,0.7593460686175263,0.536974159040689,True,256.1433870206437,0.0018211387745540259,9476.197460937181,0.0001003960485842892,True,0.34461193446152427,False
