size,disc_beta_1,disc_beta_2,disc_cosine_decay,disc_epsilon,disc_learning_rate,disc_nesterov,disc_use_weight_decay,gen_beta_1,gen_beta_2,gen_cosine_decay,gen_epsilon,gen_learning_rate,gen_nesterov,gen_use_weight_decay
0.25,0.008522297187489425,0.000496035095931802,0.0018493185338399765,0.030741201218591585,0.06161150861657706,1.3153891997354888e-07,0.004915792917743118,0.7523703169923452,0.10171103271444884,0.004237581025123352,0.002345556657589256,0.017315057961121805,0.003133898887484966,0.010750270652793555
